48,War in Ukraine threatens to increase hunger in Sudan,"More than 80 percent of Sudan's wheat imports are at risk as a result of 
the conflict in Ukraine, exacerbating an already dire economic and...",Save the Children International,1 month ago,Sudan
49,How South Sudan's peace deal sparked conflict in a town ...,"South Sudan's civil war broke out in 2013 between forces loyal to President 
Salva Kiir and rebels led by his then deputy, Riek Machar.",The New Humanitarian,16 Feb 2022,Sudan
50,The woman protecting South Sudan’s parks from war and poaching,"The woman protecting South Sudan's parks from war and poaching. Bibiana 
Martin was 12 years old when she joined the forest rangers. Twenty years...",Al Jazeera,13 Mar 2022,Sudan
51,South Sudan's 'wasted' decade: 'We have been at war for far ...,"Clashes between groups in the north and south began before Sudan even 
gained independence from Britain in 1956. Sparked initially by a mutiny 
in...",Financial Times,25 Aug 2021,Sudan
52,Sudan militia leader denies war crimes at landmark ICC Darfur trial,"A former militia leader in Sudan has denied committing war crimes and ... 
the international criminal court to deal with the Darfur conflict,...",The Guardian,1 month ago,Sudan
53,South Sudan's Deputy President Warns of Return 'Back to War',"... Sudan's vice president is urging regional mediators to intervene to 
protect the country's fragile peace deal, warning of a return to war...",USNews.com,1 month ago,Sudan
54,How South Sudan's peace process became a motor for violence,"When peace creates conflict ... Violence and political power have long had 
an intimate relationship in southern Sudan, where rebels fought a 22-...",The New Humanitarian,3 Feb 2022,Sudan
55,South Sudan's legacy of land mines hurts recovery from war,"Independence came in 2011, but the remnants of past conflict continue to 
kill civilians today. More than 5,000 South Sudanese have been killed...",AP News,4 Feb 2022,Sudan
56,"South Sudan: 'hellish existence' for women and girls, new UN ...","A quarter of reported cases of conflict-related sexual violence in South 
Sudan are against children.",UN News,1 month ago,Sudan
57,Aid workers in Sudan warn of crisis as Ethiopia war continues,"Civilians continue to arrive in Sudan to escape a brutal civil war in 
neighbouring Ethiopia, humanitarian workers say, sounding the alarm...",Al Jazeera,22 Dec 2021,Sudan
58,Sweden charges Lundin Energy executives with complicity in ...,"ST) for complicity in war crimes carried out by the Sudanese army and 
allied militia in southern Sudan from 1999 to 2003.",Reuters,11 Nov 2021,Sudan
59,South Sudan 'determined to never go back to war',"South Sudan is “ready to turn a new page” towards greater peace, 
development and prosperity, Vice-President Rebecca Nyandeng de Mabior 
said...",UN News,24 Sep 2021,Sudan
60,Sudan: Continued conflict in Darfur causes massive ...,"More than 430,000 people were displaced due to conflict in Sudan, mostly in 
Darfur from January to October this year.",Norwegian Refugee Council (NRC),8 Dec 2021,Sudan
61,What stands in the way of a new South Sudan post-conflict constitution,"What stands in the way of a new South Sudan post-conflict constitution. 
Published: November 29, 2021 9.09am EST. J. Geng Akech, Magnus Killander,...",The Conversation,29 Nov 2021,Sudan
62,"Sudan Key Message Update: Political instability, conflict, and ...","Sudan Key Message Update: Political instability, conflict, and high prices 
drive food insecurity through the harvest period, November 2021.",ReliefWeb,30 Nov 2021,Sudan
63,"As South Sudan marks its 10th anniversary, millions remain ...","As civil war devastated the country in the years that followed, ... As 
South Sudan marks the 10th anniversary of its independence,...",The Washington Post,14 Nov 2021,Sudan
64,South Sudan's Leaders Forcibly Recruited Tens of Thousands ...,"In early 1987, John Garang, the southern Sudanese rebel leader who laid ... 
which ended Sudan's longest-running war and secured him the vice...",Foreign Policy,8 Jan 2022,Sudan
65,"Ethiopia's war triggers fears in Kenya, South Sudan","As the yearlong civil war in Ethiopia's Tigray region escalates, Kenya and 
South Sudan are on high alert. Soldiers hold their weapons up as part...",DW,8 Nov 2021,Sudan
66,Expert: Sudan army seized power to prevent civil war says ...,"Sudan's coup leader, Gen Abdel Fattah al-Burhan, has said the military 
seized power to prevent ""civil war"". He added that the deposed Prime...",McGill University,29 Oct 2021,Sudan
67,U.S. Quietly Gives Up on South Sudan War Crimes Court,"For several years, the United States championed the establishment of a 
criminal court in South Sudan to hold war criminals accountable for...",Foreign Policy,20 Jul 2021,Sudan
68,Many abuses were reported during South Sudan's civil war.,"South Sudan promised to investigate civil war atrocities. Why hasn't that 
happened? The peace deal included a plan for an Africa-led hybrid...",The Washington Post,6 Oct 2021,Sudan
69,Sudan says will ‘hand over’ al-Bashir to ICC for war crimes trial,"Al-Bashir, 77, has been wanted by The Hague-based ICC for more than 10 
years over charges of genocide, war crimes and crimes against humanity in...",Al Jazeera,12 Aug 2021,Sudan
70,440 civilians killed in South Sudan clashes: UN,"South Sudanese displaced by civil war at a United Nations compound in Juba 
in a past photo. PHOTO | FILE...",The East African,2 Mar 2022,Sudan
71,"South Sudan risks return to war, UN warns","South Sudan risks a return to war, the United Nations warned Friday, with 
outbreaks of interethnic violence and political infighting...",The East African,11 Feb 2022,Sudan
72,10 years of independence in South Sudan: a record of the ...,"Independence to civil war. At independence, South Sudan was grappling with 
at least 30 humanitarian emergencies. Parts of the country were...",MSF,16 Jul 2021,Sudan
73,South Sudan: The Civil War Crisis – The Organization for ...,"The civil war in South Sudan has been an apparent crisis for many years. 
The Sudan People's Liberation movement/army is a political party...",The Organization for World Peace,12 May 2021,Sudan
74,What's driving South Sudan's worst food crisis since ...,"Spreading conflict and disrupted livelihoods. South Sudan often experiences 
high levels of food insecurity, which peak in severity between May...",The New Humanitarian,23 Aug 2021,Sudan
75,"Sudan's prime minister warns of risk of chaos, civil war","KHARTOUM, June 15 (Reuters) - Sudan's prime minister warned on Tuesday of 
the risk of chaos and civil war fomented by loyalists of the...",Reuters,16 Jun 2021,Sudan
76,South Sudan’s Vice President Machar deposed by party,"South Sudan's Vice President Riek Machar has been deposed as head of ... 
the party's position in the post-war coalition government formed...",Al Jazeera,4 Aug 2021,Sudan
77,"Earliest known war was a repeated conflict in Sudan 13,400 years ago","Individuals buried at the prehistoric cemetery Jebel Sahaba in Sudan seem 
to have experienced violence and trauma at several points during...",New Scientist,27 May 2021,Sudan
78,Sudan Border Region Development Could Spark Africa's Next ...,"Sudan's development of a disputed border region has the potential to kindle 
an agricultural boom and an economic revival -- or spark Africa's...",Bloomberg.com,5 Jul 2021,Sudan
79,10 Years after Independence South Sudan Faces Persistent ...,"The ongoing forced displacement of a third of the population and a 
conflict-driven food crisis threatening more than half of all South...",Africa Center for Strategic Studies,13 Sep 2021,Sudan
80,It's time we all owned the failure of South Sudan,"Then, in 2013, came the South Sudanese civil war. Fought largely on ethnic 
lines over four to five years, this killed a further 400,000...",Open Canada,1 Jun 2021,Sudan
81,"Starvation used as weapon of war in South Sudan conflict, UN ...","South Sudan gained independence in July 2011 but descended into conflict 
roughly two-and-a-half years later, following irreconcilable tensions...",UN News,6 Oct 2020,Sudan
82,South Sudan at risk of ‘large scale conflict’: UN report,"Experts warn that the slow pace of reforms and political disputes are 
threatening a 2018 peace deal that halted a bloody civil war. Tensions 
are...",Al Jazeera,27 Apr 2021,Sudan
83,Why the World’s Newest Country Has Only Known Conflict,"A mere two years after thousands thronged the streets of the capital, Juba, 
to celebrate independence from Sudan's autocratic rule, the country...",World Politics Review,23 Feb 2021,Sudan
84,The unintended consequence of Ethiopia's civil war might be ...,"... of Ethiopia's civil war might be a border war with Sudan ... Ethiopia 
is at war with itself—and the international community is...",Atlantic Council,3 Mar 2021,Sudan
85,South Sudan's Other War: Resolving the Insurgency in ...,"South Sudan's Other War: Resolving the Insurgency in Equatoria - Crisis 
Group Africa Briefing N°169 | 25 February 2021.",ReliefWeb,25 Feb 2021,Sudan
86,Why a UN pullout has 125000 South Sudanese fearful,"UN pullout triggers safety concerns in South Sudan displacement camps ... 
After the civil war erupted in 2013, the UN peacekeeping mission...",The New Humanitarian,18 May 2021,Sudan
87,Uganda's double game in South Sudan civil war revealed,"The UN Security Council imposed an arms embargo on South Sudan in July 
2018, some five years into the deadly conflict that erupted when...",DW,29 Nov 2018,Sudan
88,Q&A: Justice for War Crimes in South Sudan,"Since South Sudan's conflict began in December 2013, the population has 
been plagued by brutal violations and abuses committed by government...",Human Rights Watch,24 Aug 2020,Sudan
89,Timeline: South Sudan since independence,"Just two years after gaining independence in 2011, South Sudan descended 
into a devastating civil war that killed hundreds of thousands of...",Al Jazeera,22 Feb 2020,Sudan
90,South Sudan’s current violence ‘lot worse’ than during civil war,"Violence raging in vast swaths of South Sudan a year after a peace deal was 
signed to end the five-year civil war is “a lot worse” than...",Al Jazeera,19 Feb 2021,Sudan
91,A Major Step Toward Ending South Sudan's Civil War - South ...,"On 22 February, Riek Machar and other opposition leaders were sworn in as 
vice presidents in a new South Sudan unity government. This step came...",ReliefWeb,25 Feb 2020,Sudan
92,South Sudan: root causes of ongoing conflict remain untouched,"Since civil war broke out in December 2013 in the young state of South 
Sudan, the country has made 12 peace agreements.",The Conversation,22 Mar 2020,Sudan
93,Sudan: Conflict – Flash Update #17 West Darfur As of 21 April ...,"Sudan: Conflict – Flash Update #17 West Darfur As of 21 April 2021 [EN/AR]. 
Format: Situation Report; Source. OCHA. Posted: 21 Apr 2021...",ReliefWeb,21 Apr 2021,Sudan
94,"Despite other rich resources, South Sudan's oil may fuel war","JUBA, South Sudan. South Sudan oil has been fueling conflict in the country 
as oil revenues have been used to fund war, according to one of...",Anadolu Agency,1 Nov 2019,Sudan
95,Sudan Will Decide the Outcome of the Ethiopian Civil War,"ADDIS ABABA, Ethiopia—While the world girded for the U.S. election in early 
November, Ethiopian Prime Minister Abiy Ahmed launched a war...",Foreign Policy,14 Nov 2020,Sudan
